"provider","placeName","category","providerCategories","osmType","osmId","latitude","longitude","formattedAddress","distanceMeters","estimatedCredits","rating","reviewCount","reviewSummary","sourceUrls","tags","possibleActivities","rawTags"
"osm","Adam's Chicken & Pocha","amenity:restaurant","","node","12062511884","40.7646863","-73.8118555","","","","","","","","food | indoor | group-friendly | addr street | northern boulevard | addr:street:northern boulevard | amenity | restaurant | amenity:restaurant | check date | 2024-07-18 | check date:2024-07-18 | cuisine | korean;chicken | cuisine:korean;chicken | name | adam's chicken & pocha | name:adam's chicken & pocha | payment cash | yes | payment:cash:yes | payment credit cards | payment:credit cards:yes | payment debit cards","food stop","addr:housenumber=153-02A | addr:street=Northern Boulevard | amenity=restaurant | check_date=2024-07-18 | cuisine=korean;chicken | name=Adam's Chicken & Pocha | payment:cash=yes | payment:credit_cards=yes | payment:debit_cards=yes"
"osm","San Soo Kap San - Korean BBQ","amenity:restaurant","","node","12066945008","40.7612526","-73.8267488","","","","","","","","food | indoor | group-friendly | amenity | restaurant | amenity:restaurant | cuisine | korean;barbecue | cuisine:korean;barbecue | name | san soo kap san - korean bbq | name:san soo kap san - korean bbq","food stop","amenity=restaurant | cuisine=korean;barbecue | name=San Soo Kap San - Korean BBQ"
"osm","Cheng's Oriental Express","amenity:restaurant","","node","12691271314","40.7568658","-73.8216408","","","","","","","","food | indoor | group-friendly | amenity | restaurant | amenity:restaurant | delivery | yes | delivery:yes | name | cheng's oriental express | name:cheng's oriental express | opening hours | mo-th 11:00-22:00, fr-sa 11:00-23:00, su 11:00-22:00 | opening hours:mo-th 11:00-22:00, fr-sa 11:00-23:00, su 11:00-22:00 | takeaway | takeaway:yes","food stop","amenity=restaurant | delivery=yes | name=Cheng's Oriental Express | opening_hours=Mo-Th 11:00-22:00, Fr-Sa 11:00-23:00, Su 11:00-22:00 | takeaway=yes"
"osm","Fa Yi Hair Salon","shop:hairdresser","","node","12740001202","40.7604721","-73.8270816","","","","","","","","indoor | local business | check date | 2025-04-08 | check date:2025-04-08 | name | fa yi hair salon | name:fa yi hair salon | shop | hairdresser | shop:hairdresser","hairdresser stop","check_date=2025-04-08 | name=Fa Yi Hair Salon | shop=hairdresser"
"osm","Zhong Huang Spa","shop:massage","","node","12740081244","40.7605674","-73.8270347","","","","","","","","indoor | local business | check date | 2025-04-08 | check date:2025-04-08 | name | zhong huang spa | name:zhong huang spa | shop | massage | shop:massage","massage stop","check_date=2025-04-08 | name=Zhong Huang Spa | shop=massage"
"osm","Breakfast and Coffee","amenity:cafe","","node","13776661968","40.7642625","-73.8102016","","","","","","","","food | indoor | group-friendly | addr street | northern boulevard | addr:street:northern boulevard | amenity | cafe | amenity:cafe | name | breakfast and coffee | name:breakfast and coffee","food stop","addr:street=Northern Boulevard | amenity=cafe | name=Breakfast and Coffee"
"osm","Bowne Park","leisure:park","","way","25414934","40.7705782","-73.8073308","","","","","","","","outdoor | group-friendly | scenic | relaxing | good for talking | ele | ele:28 | gnis feature id | 944534 | gnis:feature id:944534 | leisure | park | leisure:park | name | bowne park | name:bowne park | name etymology wikidata | q508179 | name:etymology:wikidata:q508179 | opening hours | sunrise-sunset | opening hours:sunrise-sunset | wikidata | q34810217","outdoor hangout | walk | picnic | relaxing | photography | casual date","ele=28 | gnis:feature_id=944534 | leisure=park | name=Bowne Park | name:etymology:wikidata=Q508179 | opening_hours=sunrise-sunset | wikidata=Q34810217 | wikipedia=en:Bowne Park"
"osm","Flushing Fields","leisure:park","","way","113727167","40.7739323","-73.8166937","","","","","","","","outdoor | group-friendly | scenic | relaxing | good for talking | ele | ele:21 | gnis feature id | 956949 | gnis:feature id:956949 | leisure | park | leisure:park | name | flushing fields | name:flushing fields | wikidata | q34848705 | wikidata:q34848705","outdoor hangout | walk | picnic | relaxing | photography | casual date","ele=21 | gnis:feature_id=956949 | leisure=park | name=Flushing Fields | wikidata=Q34848705"
"osm","Cadwallader Colden Playground","leisure:park","","way","113727170","40.7702146","-73.8272172","","","","","","","","outdoor | group-friendly | scenic | relaxing | good for talking | ele | ele:5 | gnis feature id | 2330921 | gnis:feature id:2330921 | leisure | park | leisure:park | name | cadwallader colden playground | name:cadwallader colden playground | operator | new york city department of parks and recreation | operator:new york city department of parks and recreation | operator short | nyc parks | operator:short:nyc parks | operator type | government","outdoor hangout | walk | picnic | relaxing | photography | casual date","ele=5 | gnis:feature_id=2330921 | leisure=park | name=Cadwallader Colden Playground | operator=New York City Department of Parks and Recreation | operator:short=NYC Parks | operator:type=government | operator:wikidata=Q1894232 | wikidata=Q34813282"
"osm","Mcgoldrick","amenity:library","","way","284526634","40.7637476","-73.8098416","","","","","","","","indoor | cultural | addr city | flushing | addr:city:flushing | addr state | addr:state:ny | addr street | roosevelt avenue | addr:street:roosevelt avenue | air conditioning | yes | air conditioning:yes | amenity | library | amenity:library | building | building:yes | height | 4.3 | height:4.3 | name | mcgoldrick | name:mcgoldrick","library","addr:city=Flushing | addr:housenumber=155-06 | addr:postcode=11354 | addr:state=NY | addr:street=Roosevelt Avenue | air_conditioning=yes | amenity=library | building=yes | height=4.3 | name=Mcgoldrick | nycdoitt:bin=4119345"
"osm","Hahm Ji Bach","amenity:restaurant","","way","284526689","40.763111","-73.8148927","","","","","","","","food | indoor | group-friendly | addr city | flushing | addr:city:flushing | addr street | 149th place | addr:street:149th place | amenity | restaurant | amenity:restaurant | building | yes | building:yes | height | 7.8 | height:7.8 | name | hahm ji bach | name:hahm ji bach | nycdoitt bin | 4449967 | nycdoitt:bin:4449967","food stop","addr:city=Flushing | addr:housenumber=40-11 | addr:postcode=11354 | addr:street=149th Place | amenity=restaurant | building=yes | height=7.8 | name=Hahm Ji Bach | nycdoitt:bin=4449967"
"osm","The Little Learning Center","shop:toys","","way","284529733","40.7597938","-73.8159959","","","","","","","","indoor | local business | addr street | sanford avenue | addr:street:sanford avenue | alt name | elc | alt name:elc | brand | early learning centre | brand:early learning centre | brand wikidata | q5326681 | brand:wikidata:q5326681 | building | yes | building:yes | height | 11.0 | height:11.0 | name | the little learning center | name:the little learning center | nycdoitt bin","toys stop","addr:housenumber=147-32 | addr:postcode=11355 | addr:street=Sanford Avenue | alt_name=ELC | brand=Early Learning Centre | brand:wikidata=Q5326681 | building=yes | height=11.0 | name=The Little Learning Center | nycdoitt:bin=4121327 | shop=toys"
"osm","Hong Kong Gourmet","amenity:restaurant","","way","284534055","40.7644894","-73.8225068","","","","","","","","food | indoor | group-friendly | addr street | northern boulevard | addr:street:northern boulevard | amenity | restaurant | amenity:restaurant | building | yes | building:yes | cuisine | chinese | cuisine:chinese | height | 3.8 | height:3.8 | name | hong kong gourmet | name:hong kong gourmet | name zh-hant | 避風塘 | name:zh-hant:避風塘","food stop","addr:housenumber=144-20 | addr:postcode=11354 | addr:street=Northern Boulevard | amenity=restaurant | building=yes | cuisine=chinese | height=3.8 | name=Hong Kong Gourmet | name:zh-Hant=避風塘 | nycdoitt:bin=4113420"
"osm","7-Eleven","shop:convenience","","way","284534142","40.7649127","-73.8196934","","","","","","","","indoor | local business | addr city | flushing | addr:city:flushing | addr state | addr:state:ny | addr street | northern boulevard | addr:street:northern boulevard | atm | yes | atm:yes | brand | 7-eleven | brand:7-eleven | brand wikidata | q259340 | brand:wikidata:q259340 | building | building:yes | fast food | fast food:yes | fuel propane","convenience stop","addr:city=Flushing | addr:housenumber=146-26 | addr:postcode=11354 | addr:state=NY | addr:street=Northern Boulevard | atm=yes | brand=7-Eleven | brand:wikidata=Q259340 | building=yes | fast_food=yes | fuel:propane=yes | height=4.5 | name=7-Eleven | nycdoitt:bin=4113425 | opening_hours=24/7 | ref=32118 | shop=convenience"
"osm","koreavillage","shop:mall","","way","284534171","40.7648663","-73.8143567","","","","","","","","indoor | local business | addr street | northern boulevard | addr:street:northern boulevard | building | yes | building:yes | height | 13.8 | height:13.8 | name | koreavillage | name:koreavillage | nycdoitt bin | 4114054 | nycdoitt:bin:4114054 | shop | mall | shop:mall","mall stop","addr:housenumber=150-24 | addr:postcode=11354 | addr:street=Northern Boulevard | building=yes | height=13.8 | name=koreavillage | nycdoitt:bin=4114054 | shop=mall"
"osm","John Bowne House","tourism:museum","","way","284556746","40.7628819","-73.8248834","","","","","","","","cultural | touristy | indoor | rainy day | good for talking | addr street | bowne street | addr:street:bowne street | building | yes | building:yes | email | bownehouseeducation@gmail.com | email:bownehouseeducation@gmail.com | gnis feature id | 944532 | gnis:feature id:944532 | height | 8.0 | height:8.0 | name | john bowne house | name:john bowne house | nycdoitt bin","visit attraction","addr:housenumber=37-01 | addr:postcode=11354 | addr:street=Bowne Street | building=yes | email=bownehouseeducation@gmail.com | gnis:feature_id=944532 | height=8.0 | name=John Bowne House | nycdoitt:bin=4113403 | start_date=1661 | tourism=museum | wikidata=Q12053409 | wikipedia=en:John Bowne House"
"osm","Kingsland Homestead","tourism:museum","","way","284620987","40.7636236","-73.8241605","","","","","","","","cultural | touristy | indoor | rainy day | good for talking | addr city | flushing | addr:city:flushing | addr state | addr:state:ny | addr street | 37th avenue | addr:street:37th avenue | building | yes | building:yes | height | 10.2 | height:10.2 | museum | history | museum:history | name | kingsland homestead","visit attraction","addr:city=Flushing | addr:housenumber=143-35 | addr:postcode=11354 | addr:state=NY | addr:street=37th Avenue | building=yes | height=10.2 | museum=history | name=Kingsland Homestead | nycdoitt:bin=4430341 | ref:nrhp=72000905 | start_date=1785 | tourism=museum | wikidata=Q6413258 | wikipedia=en:Kingsland Homestead"
"osm","Memorial Park","leisure:park","","way","380294002","40.7718623","-73.8166427","","","","","","","","outdoor | group-friendly | scenic | relaxing | good for talking | leisure | park | leisure:park | name | memorial park | name:memorial park","outdoor hangout | walk | picnic | relaxing | photography | casual date","leisure=park | name=Memorial Park"
"osm","Maple Playground","leisure:park","","way","425616455","40.7558619","-73.8260632","","","","","","","","outdoor | group-friendly | scenic | relaxing | good for talking | ele | ele:15 | gnis feature id | 2330902 | gnis:feature id:2330902 | leisure | park | leisure:park | name | maple playground | name:maple playground | wikidata | q49521460 | wikidata:q49521460","outdoor hangout | walk | picnic | relaxing | photography | casual date","ele=15 | gnis:feature_id=2330902 | leisure=park | name=Maple Playground | wikidata=Q49521460"
"osm","Bowne Playground","leisure:park","","way","425616456","40.7581986","-73.8248064","","","","","","","","outdoor | group-friendly | scenic | relaxing | good for talking | ele | ele:18 | gnis feature id | 2330903 | gnis:feature id:2330903 | leisure | park | leisure:park | name | bowne playground | name:bowne playground | wikidata | q34810225 | wikidata:q34810225","outdoor hangout | walk | picnic | relaxing | photography | casual date","ele=18 | gnis:feature_id=2330903 | leisure=park | name=Bowne Playground | wikidata=Q34810225"
"osm","Murray Hill Playground","leisure:park","","way","425627322","40.7616557","-73.8118162","","","","","","","","outdoor | group-friendly | scenic | relaxing | good for talking | ele | ele:22 | gnis feature id | 2330896 | gnis:feature id:2330896 | leisure | park | leisure:park | name | murray hill playground | name:murray hill playground | operator | new york city department of parks and recreation | operator:new york city department of parks and recreation | operator short | nyc parks | operator:short:nyc parks | operator type | government","outdoor hangout | walk | picnic | relaxing | photography | casual date","ele=22 | gnis:feature_id=2330896 | leisure=park | name=Murray Hill Playground | operator=New York City Department of Parks and Recreation | operator:short=NYC Parks | operator:type=government | operator:wikidata=Q1894232 | wikidata=Q49529890"
"osm","Lawrence Triangle","leisure:park","","way","425627323","40.7558731","-73.815727","","","","","","","","outdoor | group-friendly | scenic | relaxing | good for talking | ele | ele:17 | gnis feature id | 2330922 | gnis:feature id:2330922 | leisure | park | leisure:park | name | lawrence triangle | name:lawrence triangle | wikidata | q34841471 | wikidata:q34841471","outdoor hangout | walk | picnic | relaxing | photography | casual date","ele=17 | gnis:feature_id=2330922 | leisure=park | name=Lawrence Triangle | wikidata=Q34841471"
"osm","Prince Liquors Inc","shop:alcohol","","way","533858013","40.7649331","-73.8195469","","","","","","","","indoor | local business | addr city | flushing | addr:city:flushing | addr state | addr:state:ny | addr street | northern boulevard | addr:street:northern boulevard | building | yes | building:yes | name | prince liquors inc | name:prince liquors inc | shop | alcohol | shop:alcohol","alcohol stop","addr:city=Flushing | addr:housenumber=14620 | addr:postcode=11354 | addr:state=NY | addr:street=Northern Boulevard | building=yes | name=Prince Liquors Inc | shop=alcohol"
"osm","Great Wall Supermarket","shop:supermarket","","way","533864729","40.7646365","-73.8213729","","","","","","","","indoor | local business | addr city | flushing | addr:city:flushing | addr state | addr:state:ny | addr street | northern boulevard | addr:street:northern boulevard | building | yes | building:yes | name | great wall supermarket | name:great wall supermarket | name zh-hans | 大中华-超市 | name:zh-hans:大中华-超市 | opening hours | mo-su 08:30-10:15 | opening hours:mo-su 08:30-10:15 | shop | supermarket","supermarket stop","addr:city=Flushing | addr:housenumber=144-50 | addr:postcode=11354 | addr:state=NY | addr:street=Northern Boulevard | building=yes | name=Great Wall Supermarket | name:zh-Hans=大中华-超市 | opening_hours=Mo-Su 08:30-10:15 | shop=supermarket"
"osm","Leonard Square","leisure:park","","way","554938633","40.7641234","-73.8097888","","","","","","","","outdoor | group-friendly | scenic | relaxing | good for talking | leisure | park | leisure:park | name | leonard square | name:leonard square | wikidata | q49515985 | wikidata:q49515985","outdoor hangout | walk | picnic | relaxing | photography | casual date","leisure=park | name=Leonard Square | wikidata=Q49515985"
"osm","Travis Triangle","leisure:park","","way","562607569","40.7667617","-73.8131187","","","","","","","","outdoor | group-friendly | scenic | relaxing | good for talking | leisure | park | leisure:park | name | travis triangle | name:travis triangle | operator | new york city department of parks and recreation | operator:new york city department of parks and recreation | operator short | nyc parks | operator:short:nyc parks | operator type | government | operator:type:government | operator wikidata | q1894232 | operator:wikidata:q1894232 | wikidata","outdoor hangout | walk | picnic | relaxing | photography | casual date","leisure=park | name=Travis Triangle | operator=New York City Department of Parks and Recreation | operator:short=NYC Parks | operator:type=government | operator:wikidata=Q1894232 | wikidata=Q22061090 | wikipedia=en:Travis Triangle"
"osm","Greenstreets","leisure:park","","way","810629101","40.7716736","-73.8098221","","","","","","","","outdoor | group-friendly | scenic | relaxing | good for talking | leisure | park | leisure:park | name | greenstreets | name:greenstreets","outdoor hangout | walk | picnic | relaxing | photography | casual date","leisure=park | name=Greenstreets"
"osm","9/11 Memorial Park","leisure:park","","way","810629102","40.7741386","-73.8093986","","","","","","","","outdoor | group-friendly | scenic | relaxing | good for talking | leisure | park | leisure:park | name | 9/11 memorial park | name:9/11 memorial park | operator | north presbyterian church | operator:north presbyterian church","outdoor hangout | walk | picnic | relaxing | photography | casual date","leisure=park | name=9/11 Memorial Park | operator=North Presbyterian Church"
"osm","Margaret I. Carman Green - Weeping Beech","leisure:park","","way","836889897","40.7633097","-73.8245368","","","","","","","","outdoor | group-friendly | scenic | relaxing | good for talking | elevation | elevation:18 | gnis feature id | 2330904 | gnis:feature id:2330904 | leisure | park | leisure:park | name | margaret i. carman green - weeping beech | name:margaret i. carman green - weeping beech | wikidata | q60748087 | wikidata:q60748087 | wikipedia | en:weeping beech (queens) | wikipedia:en:weeping beech (queens)","outdoor hangout | walk | picnic | relaxing | photography | casual date","elevation=18 | gnis:feature_id=2330904 | leisure=park | name=Margaret I. Carman Green - Weeping Beech | wikidata=Q60748087 | wikipedia=en:Weeping Beech (Queens)"
"osm","Hart Playground","leisure:park","","way","923144497","40.7741419","-73.8188904","","","","","","","","outdoor | group-friendly | scenic | relaxing | good for talking | ele | ele:17 | gnis feature id | 2330920 | gnis:feature id:2330920 | leisure | park | leisure:park | name | hart playground | name:hart playground | operator | new york city department of parks and recreation | operator:new york city department of parks and recreation | operator short | nyc parks | operator:short:nyc parks | operator type | government","outdoor hangout | walk | picnic | relaxing | photography | casual date","ele=17 | gnis:feature_id=2330920 | leisure=park | name=Hart Playground | operator=New York City Department of Parks and Recreation | operator:short=NYC Parks | operator:type=government | operator:wikidata=Q1894232 | wikidata=Q34834082"
"osm","The Voelker Orth Museum","leisure:garden","","way","1113221250","40.7647162","-73.8161927","","","","","","","","outdoor | group-friendly | scenic | relaxing | good for talking | addr city | flushing | addr:city:flushing | addr state | addr:state:ny | addr street | 38th avenue | addr:street:38th avenue | contact email | info@vomuseum.org | contact:email:info@vomuseum.org | leisure | garden | leisure:garden | museum | nature | museum:nature | name | the voelker orth museum","outdoor hangout | walk | picnic | relaxing | photography | casual date","addr:city=Flushing | addr:housenumber=149-19 | addr:postcode=11354 | addr:state=NY | addr:street=38th Avenue | contact:email=info@vomuseum.org | leisure=garden | museum=nature | name=The Voelker Orth Museum | tourism=museum | wikidata=Q16902784 | wikipedia=en:Voelker Orth Museum"
"osm","North Flushing Pool Club","leisure:sports_centre","","way","1191302889","40.7692837","-73.8273429","","","","","","","","outdoor | group-friendly | active | family-friendly | leisure | sports centre | leisure:sports centre | name | north flushing pool club | name:north flushing pool club | sport | swimming | sport:swimming","outdoor hangout | active group activity","leisure=sports_centre | name=North Flushing Pool Club | sport=swimming"
"osm","Sanford Avenue","route:bicycle","","relation","8240912","40.7580507","-73.8172165","","","","","","","","outdoor | active | walking-heavy | cycle network | us:ny:nyc | cycle network:us:ny:nyc | name | sanford avenue | name:sanford avenue | network | lcn | network:lcn | route | bicycle | route:bicycle | type | type:route","bicycle route","cycle_network=US:NY:NYC | name=Sanford Avenue | network=lcn | route=bicycle | type=route"
"osm","Union Street","route:bicycle","","relation","9201595","40.7667921","-73.8266596","","","","","","","","outdoor | active | walking-heavy | cycle network | us:ny:nyc | cycle network:us:ny:nyc | name | union street | name:union street | network | lcn | network:lcn | route | bicycle | route:bicycle | type | type:route","bicycle route","cycle_network=US:NY:NYC | name=Union Street | network=lcn | route=bicycle | type=route"
"osm","Parsons Boulevard","route:bicycle","","relation","9208667","40.7669","-73.821263","","","","","","","","outdoor | active | walking-heavy | cycle network | us:ny:nyc | cycle network:us:ny:nyc | name | parsons boulevard | name:parsons boulevard | network | lcn | network:lcn | route | bicycle | route:bicycle | type | type:route","bicycle route","cycle_network=US:NY:NYC | name=Parsons Boulevard | network=lcn | route=bicycle | type=route"
"osm","43rd Avenue","route:bicycle","","relation","9220532","40.7586796","-73.8032687","","","","","","","","outdoor | active | walking-heavy | cycle network | us:ny:nyc | cycle network:us:ny:nyc | name | 43rd avenue | name:43rd avenue | network | lcn | network:lcn | route | bicycle | route:bicycle | type | type:route","bicycle route","cycle_network=US:NY:NYC | name=43rd Avenue | network=lcn | route=bicycle | type=route"
"osm","Cherry Avenue","route:bicycle","","relation","9220533","40.756536","-73.816301","","","","","","","","outdoor | active | walking-heavy | cycle network | us:ny:nyc | cycle network:us:ny:nyc | name | cherry avenue | name:cherry avenue | network | lcn | network:lcn | route | bicycle | route:bicycle | type | type:route","bicycle route","cycle_network=US:NY:NYC | name=Cherry Avenue | network=lcn | route=bicycle | type=route"
"osm","Maple Avenue","route:bicycle","","relation","9220534","40.7550341","-73.8293314","","","","","","","","outdoor | active | walking-heavy | cycle network | us:ny:nyc | cycle network:us:ny:nyc | name | maple avenue | name:maple avenue | network | lcn | network:lcn | route | bicycle | route:bicycle | type | type:route","bicycle route","cycle_network=US:NY:NYC | name=Maple Avenue | network=lcn | route=bicycle | type=route"
"osm","Kissena Blvd","route:bicycle","","relation","11731171","40.7485548","-73.8203889","","","","","","","","outdoor | active | walking-heavy | cycle network | us:ny:nyc | cycle network:us:ny:nyc | from | sstandford avenue | from:sstandford avenue | name | kissena blvd | name:kissena blvd | network | lcn | network:lcn | route | bicycle | route:bicycle | state | open | state:open | 50th avenue | to:50th avenue | type","bicycle route","cycle_network=US:NY:NYC | from=Sstandford Avenue | name=Kissena Blvd | network=lcn | route=bicycle | state=open | to=50th Avenue | type=route"
"osm","149th Street","route:bicycle","","relation","14011652","40.773938","-73.817468","","","","","","","","outdoor | active | walking-heavy | cycle network | us:ny:nyc | cycle network:us:ny:nyc | from | willets point boulevard | from:willets point boulevard | name | 149th street | name:149th street | network | lcn | network:lcn | route | bicycle | route:bicycle | bayside avenue | to:bayside avenue | type | type:route","bicycle route","cycle_network=US:NY:NYC | from=Willets Point Boulevard | name=149th Street | network=lcn | route=bicycle | to=Bayside Avenue | type=route"
"osm","Pizza Maru","amenity:restaurant","","node","6355974985","40.7636196","-73.8088518","","","","","","","","food | indoor | group-friendly | amenity | restaurant | amenity:restaurant | name | pizza maru | name:pizza maru","food stop","amenity=restaurant | name=Pizza Maru"
"osm","Kungfu BBQ","amenity:restaurant","","node","10682245487","40.7617431","-73.825912","","","","","","","","food | indoor | group-friendly | amenity | restaurant | amenity:restaurant | name | kungfu bbq | name:kungfu bbq","food stop","amenity=restaurant | name=Kungfu BBQ"
"osm","Weeping Beech Historical Marker","historic:memorial","","node","11234985978","40.7636293","-73.8239039","","","","","","","","cultural | scenic | walking-heavy | historic | memorial | historic:memorial | name | weeping beech historical marker | name:weeping beech historical marker","historic walk","historic=memorial | name=Weeping Beech Historical Marker"
"osm","Sandwich King","shop:deli","","node","10288265160","40.7653851","-73.8196663","","","","","","","","indoor | local business | name | sandwich king | name:sandwich king | shop | deli | shop:deli","deli stop","name=Sandwich King | shop=deli"
"osm","croffle House","shop:bakery","","node","11799953462","40.7629688","-73.8148833","","","","","","","","indoor | local business | name | croffle house | name:croffle house | shop | bakery | shop:bakery","bakery stop","name=croffle House | shop=bakery"
"osm","Bowne Park Deli","shop:deli","","node","13442767728","40.7716378","-73.8154581","","","","","","","","indoor | local business | name | bowne park deli | name:bowne park deli | shop | deli | shop:deli","deli stop","name=Bowne Park Deli | shop=deli"
